ORDERNUMBER;ORDERITEM;PRODUCTID;PRODUCTDESCR;SALESQUANTITY
102221.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;12.0
102221.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;15.0
102221.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;24.0
102221.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;4.0
102221.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102221.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;9.0
102221.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;26.0
102221.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;37.0
102221.0;100.0;DXRD1000  ;Moto 300                                          ;31.0
102221.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;26.0
102221.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102221.0;130.0;PRRD3000  ;Professional Road Bike (women)                    ;4.0
102221.0;140.0;CITY1000  ;City Bike Max                                     ;1.0
102221.0;150.0;ELBK1000  ;E-MotorBike Tailwind                              ;3.0
102222.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;4.0
102222.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
102222.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
102222.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
102222.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102222.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;5.0
102222.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;26.0
102222.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;8.0
102222.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
102222.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;17.0
102222.0;110.0;DXRD1000  ;Moto 300                                          ;15.0
102222.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
102222.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;11.0
102222.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
102222.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102223.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
102223.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;9.0
102223.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;8.0
102223.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102223.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;7.0
102223.0;60.0;DXRD1000  ;Moto 300                                          ;2.0
102223.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
102223.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;7.0
102223.0;90.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102224.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102224.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102224.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102224.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
102224.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
102224.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;4.0
102224.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102224.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
102224.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
102224.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102224.0;110.0;DXRD1000  ;Moto 300                                          ;11.0
102224.0;120.0;DXRD2000  ;Moto 450                                          ;3.0
102224.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102224.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
102224.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;2.0
102224.0;160.0;FXGR1000  ;Fixed Gear Bike Plus                              ;1.0
102224.0;170.0;CITY1000  ;City Bike Max                                     ;1.0
102224.0;180.0;ELBK1000  ;E-MotorBike Tailwind                              ;4.0
102225.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;4.0
102225.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;7.0
102225.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102225.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
102225.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;7.0
102225.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;4.0
102225.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
102225.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
102225.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;8.0
102225.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102225.0;110.0;DXRD1000  ;Moto 300                                          ;11.0
102225.0;120.0;DXRD2000  ;Moto 450                                          ;4.0
102225.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;7.0
102225.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102225.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;2.0
102225.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;3.0
102226.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;7.0
102226.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;19.0
102226.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102226.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;9.0
102226.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;10.0
102226.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;9.0
102226.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;8.0
102226.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;8.0
102226.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;18.0
102226.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;15.0
102226.0;110.0;DXRD1000  ;Moto 300                                          ;25.0
102226.0;120.0;DXRD2000  ;Moto 450                                          ;8.0
102226.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;16.0
102226.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;3.0
102226.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102226.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;7.0
102227.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102227.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102227.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102227.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102227.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102227.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102227.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102227.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;16.0
102227.0;90.0;DXRD1000  ;Moto 300                                          ;4.0
102227.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;10.0
102227.0;110.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102228.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102228.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
102228.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102228.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102228.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
102228.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102228.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102228.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102228.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
102228.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102228.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
102228.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102228.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
102228.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102307.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102307.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102307.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102307.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
102307.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102307.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102307.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102307.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102307.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102308.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102308.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
102308.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102308.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102308.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102308.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102308.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102308.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
102308.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
102308.0;100.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102309.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102309.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
102309.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102309.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102309.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102309.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102309.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
102309.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102309.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102309.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102309.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
102309.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
102309.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
102309.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102309.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102309.0;160.0;CITY1000  ;City Bike Max                                     ;1.0
102310.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102310.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102310.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102310.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102310.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;7.0
102310.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
102310.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102310.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
102310.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102310.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102310.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
102310.0;120.0;DXRD2000  ;Moto 450                                          ;4.0
102310.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102310.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;3.0
102310.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;3.0
102310.0;160.0;FXGR1000  ;Fixed Gear Bike Plus                              ;1.0
102310.0;170.0;CITY1000  ;City Bike Max                                     ;1.0
102311.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102311.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102311.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102311.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102311.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
102312.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102312.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102312.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102312.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102312.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102312.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102312.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102312.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102312.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102312.0;100.0;DXRD1000  ;Moto 300                                          ;4.0
102312.0;110.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102313.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102313.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102313.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102313.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102313.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102313.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;4.0
102313.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102313.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
102313.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
102313.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;9.0
102313.0;110.0;DXRD1000  ;Moto 300                                          ;7.0
102313.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
102313.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102313.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102313.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102313.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;3.0
102314.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102314.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102314.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102314.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102314.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102314.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102314.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102314.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102314.0;90.0;DXRD1000  ;Moto 300                                          ;4.0
102314.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
102315.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102315.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102315.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102315.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102315.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102315.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
102315.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102315.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102315.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102315.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102315.0;110.0;DXRD1000  ;Moto 300                                          ;5.0
102315.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102315.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102315.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102315.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102316.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102316.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102316.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102316.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102316.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102316.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102316.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102095.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102095.0;130.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102096.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102096.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102096.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102096.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102096.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102096.0;60.0;DXRD1000  ;Moto 300                                          ;1.0
102096.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102098.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102098.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102098.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102098.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102098.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102098.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102098.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102098.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
102098.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
102098.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102099.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102099.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102099.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102099.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102099.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102099.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102099.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
102099.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
102099.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102100.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102100.0;20.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102100.0;30.0;DXRD1000  ;Moto 300                                          ;3.0
102101.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102101.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102102.0;10.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102102.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102102.0;30.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
102102.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102102.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102102.0;60.0;DXRD1000  ;Moto 300                                          ;3.0
102102.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
102102.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102102.0;90.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102103.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102103.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102103.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102103.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102103.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102103.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102103.0;70.0;DXRD1000  ;Moto 300                                          ;2.0
102103.0;80.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102104.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
102104.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
102104.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102104.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
102104.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102104.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;9.0
102104.0;70.0;DXRD1000  ;Moto 300                                          ;9.0
102105.0;10.0;DXRD1000  ;Moto 300                                          ;1.0
102106.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102106.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102107.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;8.0
102107.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;3.0
102107.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
102107.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;11.0
102107.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102107.0;60.0;DXRD1000  ;Moto 300                                          ;10.0
102107.0;70.0;DXRD2000  ;Moto 450                                          ;3.0
102107.0;80.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102108.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102108.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102108.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102108.0;40.0;DXRD1000  ;Moto 300                                          ;5.0
102108.0;50.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102109.0;10.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102110.0;10.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102110.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102110.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102110.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102110.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102110.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102110.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
102110.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
102111.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102111.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102111.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102111.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102111.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
102111.0;60.0;DXRD2000  ;Moto 450                                          ;1.0
102112.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102112.0;20.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102112.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102112.0;40.0;DXRD1000  ;Moto 300                                          ;2.0
102113.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
102113.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
102113.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102113.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102113.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102113.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102113.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
102113.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102113.0;90.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102115.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102115.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102115.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102115.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102115.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
102115.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102115.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102115.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102115.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
102115.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
102115.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102115.0;120.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
101530.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
101530.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
101530.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
101530.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
101530.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;9.0
101530.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
101530.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;6.0
101530.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
101530.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
101531.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
101531.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
101531.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
101531.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
101531.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
101531.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
101531.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
101531.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
101531.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
101531.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
101531.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
101532.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
101532.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
101532.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
101532.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
101532.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
101532.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
101532.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
101532.0;80.0;DXRD1000  ;Moto 300                                          ;1.0
101532.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
101532.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
101533.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
